ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-SU2,3631,SYSTEM12U.TXT,0.20430,0.12418,0.15447,1
ROUGE-SU2,3631,SYSTEM123U.TXT,0.20430,0.12418,0.15447,1
ROUGE-SU2,3631,SYSTEM13.TXT,0.13978,0.13542,0.13757,1
ROUGE-SU2,3631,SYSTEM12.TXT,0.20430,0.12418,0.15447,1

ROUGE-SU2,3632,SYSTEM1.TXT,0.14646,0.14646,0.14646,1
ROUGE-SU2,3632,SYSTEM2.TXT,0.15152,0.15385,0.15267,1
ROUGE-SU2,3632,SYSTEM12U.TXT,0.15152,0.15385,0.15267,1
ROUGE-SU2,3632,SYSTEM13U.TXT,0.15152,0.15385,0.15267,1
ROUGE-SU2,3632,SYSTEM13.TXT,0.14646,0.14646,0.14646,1
ROUGE-SU2,3632,SYSTEM3.TXT,0.17172,0.12186,0.14256,1
ROUGE-SU2,3632,SYSTEM123.TXT,0.15152,0.15385,0.15267,1
ROUGE-SU2,3632,SYSTEM12.TXT,0.15152,0.15385,0.15267,1
ROUGE-SU2,3632,SYSTEM23.TXT,0.15152,0.15385,0.15267,1
ROUGE-SU2,3632,SYSTEM123U.TXT,0.15152,0.15385,0.15267,1
ROUGE-SU2,3632,SYSTEM23U.TXT,0.15152,0.15385,0.15267,1

ROUGE-SU2,3633,SYSTEM2.TXT,0.17901,0.14428,0.15978,1
ROUGE-SU2,3633,SYSTEM13U.TXT,0.17284,0.14359,0.15686,1
ROUGE-SU2,3633,SYSTEM23.TXT,0.20988,0.14530,0.17172,1
ROUGE-SU2,3633,SYSTEM13.TXT,0.17284,0.14359,0.15686,1
ROUGE-SU2,3633,SYSTEM12.TXT,0.15432,0.10965,0.12821,1
ROUGE-SU2,3633,SYSTEM23U.TXT,0.15432,0.13889,0.14620,1
ROUGE-SU2,3633,SYSTEM123U.TXT,0.15432,0.13889,0.14620,1
ROUGE-SU2,3633,SYSTEM12U.TXT,0.15432,0.13889,0.14620,1
ROUGE-SU2,3633,SYSTEM1.TXT,0.11728,0.10053,0.10826,1
ROUGE-SU2,3633,SYSTEM3.TXT,0.17284,0.14359,0.15686,1
ROUGE-SU2,3633,SYSTEM123.TXT,0.15432,0.13889,0.14620,1

ROUGE-SU2,3634,SYSTEM2.TXT,0.11475,0.26923,0.16092,1
ROUGE-SU2,3634,SYSTEM3.TXT,0.11475,0.26923,0.16092,1
ROUGE-SU2,3634,SYSTEM1.TXT,0.11475,0.26923,0.16092,1
ROUGE-SU2,3634,SYSTEM23U.TXT,0.11475,0.26923,0.16092,1
ROUGE-SU2,3634,SYSTEM23.TXT,0.11475,0.26923,0.16092,1
ROUGE-SU2,3634,SYSTEM12.TXT,0.11475,0.26923,0.16092,1
ROUGE-SU2,3634,SYSTEM12U.TXT,0.11475,0.26923,0.16092,1
ROUGE-SU2,3634,SYSTEM13.TXT,0.11475,0.26923,0.16092,1
ROUGE-SU2,3634,SYSTEM123.TXT,0.11475,0.26923,0.16092,1
ROUGE-SU2,3634,SYSTEM13U.TXT,0.11475,0.26923,0.16092,1
ROUGE-SU2,3634,SYSTEM123U.TXT,0.11475,0.26923,0.16092,1

ROUGE-SU2,3635,SYSTEM12U.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU2,3635,SYSTEM123.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU2,3635,SYSTEM23U.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU2,3635,SYSTEM2.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU2,3635,SYSTEM3.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU2,3635,SYSTEM13U.TXT,0.00000,0.00000,0.00000,1
ROUGE-SU2,3635,SYSTEM12.TXT,0.00000,0.00000,0.00000,1
